text,label,style
"Stampede is a 1949 American Western film directed by Lesley Selander and starring Rod Cameron, Gale Storm, Johnny Mack Brown and Don Castle. Plot Two brothers, Mike McCall (Rod Cameron) and Tim McCall (Don Castle), own a large ranch in Arizona and sell some of their surplus grazing land to some settlers. When the settlers arrive they find the land bone dry because the McCall brothers have dammed the river and control all the water. Settler John Dawson (Steve Clark) and his daughter Connie Dawson (Gale Storm) complain to the local sheriff (Johnny Mack Brown) but the sheriff claims there is nothing he can do. A love interest develops between Tim McCall and Connie Dawson, while simultaneously the settlers try to dynamite the dam and stampede the McCall cattle. Cast Rod Cameron as Mike McCall Gale Storm as Connie Dawson Johnny Mack Brown as Sheriff Aaron Ball Don Castle as Tim McCall Donald Curtis as Stanton John Miljan as T.J. Furman Jonathan Hale as Varik John Eldredge as Cox Adrian Wood as Whiskey Wes Christiansen as Slim (as Was C. Christiansen) James Harrison as Roper Duke York as Maxie Steve Clark as John Dawson I. Stanford Jolley as Link Spain Marshall Reed as Henchman Shives Philo McCullough as Charlie - Restaurant Proprietor References External links 1949 films 1949 Western (genre) films American films American Western (genre) films 1940s English-language films Allied Artists films American black-and-white films Films directed by Lesley Selander",human,informative
"WENU (1410 AM) is a radio station broadcasting a soft oldies format simulcasting WROW out of Albany. Licensed to South Glens Falls, New York, United States, the station serves the Glens Falls area. Established in 1988 as WSTL, the station is owned by Pamal Broadcasting. History First usage of frequency in Glens Falls 1410 AM went on the air as WSET in 1959, programming a middle of the road format; for a time, the station studios were located in the Queensbury Hotel in Glens Falls. In 1965, WSET changed its call letters to WBZA; the new call letters arose from the station owner's respect for WBZ in Boston. WSET and WBZA broadcast at 1410 AM with a ""daytime only"" license from the Federal Communications Commission (FCC). At sunset each day, the station would leave the air until the next day at 6am. In 1971, the format was flipped to Top 40. During the later 1970s, WBZA evolved to more of an adult contemporary format, and it eventually changed frequencies to 1230, in late 1982; that station is now WMML, a sister station to WENU. Current station From 1982 to 1988, the 1410 frequency previously occupied by WBZA was off the air, until returning as country music station WSTL in 1988. The station took on the WBZA call letters in early January 1998, and changed again in September 2000 to the current WENU. For a time being, WENU was a simulcast of the FM station, now WNYQ, with an Adult Standards format. When the FM changed to AC, WENU remained with Adult Standards. More recently, WENU has flipped to a Classic Country format. On January 30, 2012, WENU, along with sister station WMML, signed off the air, as the antenna in Queensbury, New York was torn down to allow a new antenna to be put up in place. WENU returned to the air with a new nickname, ""The U"" on March 15, 2012 and a greater focus on community news coverage. WENU's new signal allows people in northern Warren County and southern Saratoga County to hear the station. WENU's Classic Country format came to an end on February 22, 2013 while CBS Sports Radio came on February 23, 2013. On January 3, 2019, WENU dropped its CBS Sports Radio format and began simulcasting WROW, its sister station in Albany which carries a soft oldies format. Previous logo References External links ENU Radio stations established in 1988 Oldies radio stations in the United States Pamal Broadcasting 1988 establishments in New York (state)",human,informative
"Euseby Cleaver (8 September 1745 – 10 December 1819) was the Church of Ireland Bishop of Ferns and Leighlin (1789–1809) in Ireland and subsequently Archbishop of Dublin (1809-1819). Life He was of Buckinghamshire origin, the younger son of the Reverend William Cleaver, who ran a school at Twyford, and his wife Martha Lettice Lushden. He was educated at Westminster School and Christ Church, Oxford, graduating B.A. in 1767, M.A. in 1770, B.D. and D.D. in 1783. In 1774, he was presented to the rectory of Spofforth, North Yorkshire, which he held till 1783, when Lord Egremont, whose tutor he had been, presented him to the rectories of Tillington, West Sussex and Petworth. He was briefly Bishop of Cork and Ross, before in 1789 being translated to Ferns and Leighlin. During the 1798 insurrection in Ireland his palace in Ferns was ransacked and Cleaver was obliged to take refuge in Beaumaris, Anglesey which was in his brother, William Cleaver's diocese of Bangor, Gwynedd, where he lived at what is now the Bishopsgate Hotel. His exercise of the Archbishopric of Dublin was cut short for reasons of alleged insanity. He appears to have favoured the use of the Irish language. Family He married Catherine Wynne of Hazelwood, County Sligo, by whom he had several children, including William, Frances and Caroline; Caroline married Admiral James William King, and was the mother of the prominent evangelist Catherine Pennefather. The Archbishop's wife died on 1 May 1816. His brother William Cleaver was successively bishop of Chester and (1800) bishop of Bangor. References Attribution 1745 births 1819 deaths People educated at Westminster School, London Alumni of Christ Church, Oxford Bishops of Ferns and Leighlin Anglican archbishops of Dublin Members of the Privy Council of Ireland Bishops of Cork and Ross (Church of Ireland)",human,informative
"Araucaria rulei (Rule araucaria, graceful pine) is a species of conifer in the family Araucariaceae. It is endemic to New Caledonia, where it is an endangered species. Its populations are fragmented and are generally made up of scattered individuals. It is restricted to serpentine soils, often with high nickel levels, and its natural range is almost completely restricted to areas rich in nickel. Nickel mining in New Caledonia has consequently been a major cause of its decline. Araucaria rulei grows to around 30 meters in height, with long slender branches arranged symmetrically around the trunk, which extend horizontally and then turn upwards and branch out at the end, giving the tree an appearance sometimes compared to a chandelier. Male and female cones are produced on the same tree but on different branches, with branches at the top of the tree tending to produce female cones, while branches lower down make male cones. The cones stay on the tree for 2–3 years while the seeds ripen, which are around 3 cm long when mature. It is a slow-growing plant with slow regeneration capabilities, though in its natural environment it is tolerant of both very dry conditions and high winds which many other species of araucaria will not tolerate. The species was named for an Australian nurseryman John Rule, and is sometimes grown as an ornamental tree in Australia, with its large smooth leaves and the symmetrical dome shaped growth habit of mature trees considered attractive. References rulei Endangered plants Trees of New Caledonia Endemic flora of New Caledonia Taxonomy articles created by Polbot",human,informative
"The Parliamentary Special Committee on Kashmir is predominantly composed of senior MNAs and Senators of Pakistan. Its fundamental function is to raise the critical issue of Kashmir at national and international level. Its other key feature is its continuous progress in bringing all major political forces in one platform in order to pursue Kashmir cause. During the nineties, two Parliamentary Committees were established. The Kashmir Committee comprising 31 members, is one of the most important parliamentary bodies, and the slot of its chairman goes to a seasoned and respected politician. In the past, stalwarts like Nawabzada Nasrullah Khan, Chaudhry Muhammad Sarwar Khan and Ch. Hamid Nasir Chattha held this important position. Because of the importance of the issue, when the Parliament was not in position the former president Pervez Musharraf also formulated a National Kashmir Committee headed by the Kashmir veteran leader Sardar Abdul Qayyum. The first one, comprising 24 members (MNAs: 21 & Senators: 3) was headed by late Nawabzada Nasrullah Khan, MNA (December, 1993 – November, 1996); whereas the second, with 26 members (MNAs) was led by late Chaudhry Muhammad Sarwar Khan, MNA (May, 1997 – October, 1999). The third Parliamentary Kashmir Committee was established in June, 2004 with Ch. Hamid Nasir Chattha, MNA its chairman. The Committee comprised 49 members (MNAs: 36 & Senators: 13) and continued until November, 2007. Fourteen of its Members were Ministers also. Chairman of Kashmir Committee has been accorded status of Federal Minister in Pakistan. Current chairman of Kashmir Committee is Shehryar Khan Afridi. References https://web.archive.org/web/20091015083041/http://www.na.gov.pk/s_kashmir_committee.html http://www.na.gov.pk/en/pressrelease.php?content=106 Kashmir Parliament of Pakistan",human,informative
"Alain Gautier (born 8 May 1962, in Lorient) is a French professional offshore sailor. He is best known for winning the 1992–1993 Vendée Globe. He currently heads Lanic Sport Development which was founded in 1989, specializing in the preparation of and assistance to offshore racing teams including those of Ellen MacArthur in 1998 and Isabelle Joschke in 2019. He headed with Bertrand Pacé the Aleph challenge for the 34th America's Cup in 2013 but the team never got the funding required. It competed in the America's Cup World Series on supplied AC45 catamarans before withdrawing. Results 1983: Solitaire du Figaro, winner of the first leg 4th of La Baule-Dakar in crew with Loïc Peyron 1987: 6th of the Solitaire du Figaro, winner of the last stage 1989: Winner of the Solitaire du Figaro 6th in the Vendée Globe on Generali Concorde 1990: 2nd in the BOC Challenge on Generali Concorde 1991: Winner of La Baule-Dakar (monohull) on Fleury Michon X 1992: Winner of the Vendée Globe in 110 days on Superior Baggage 1994: 4th of the Route du Rhum6 on Superior Baggage 1996: Winner of the Transat AG2R with Jimmy Pahun on Broceliande 1998: 2nd of the Route du Rhum on Brocéliande 1999-2001: Wins several Grand Prix with the trimaran Foncia (including the Cherbourg-Tarragona Global Assistance Challenge on 23/05/2001) 2003: 2nd of the Solitaire du Figaro7 9th of the Transat Jacques-Vabre with Ellen MacArthur 2006: 7th of the Route du Rhum on the ORMA Foncia. References 1962 births Living people People from Lorient Sportspeople from Lorient French male sailors (sport) IMOCA 60 class sailors 1989 Vendee Globe sailors 1992 Vendee Globe sailors French Vendee Globe sailors Vendée Globe finishers Single-handed circumnavigating sailors",human,informative
"Richard Duncan (born 25 December 1973) is a retired Canadian long jumper. He was an eight-time NCAA All-American. Career Duncan finished fourth at the 1994 Commonwealth Games, in the high jump event. In the long jump he competed at the 1996 Olympic Games, the 1997 World Championships, the 1999 World Championships the 2001 World Championships and the 2000 Olympic Games. While attending the University of Texas, Duncan was the first athlete in history to earn All-American honors in the same NCAA Championship meet competing in the long, high, and triple jump events. Honors 1993 CIAU Champion Triple Jump for York University 1996 NCAA Champion Long Jump for University of Texas 8 Time NCAA All-American Personal Bests His personal best marks are: Long jump 8.23 metres, achieved in April 1997 in Austin. Triple jump 16.83 meters, achieved in May 1996 in Lubbock. High jump 2.26 meters, achieved in May 1994 in Austin, TX/Austin. References 1973 births Living people Athletes from Toronto Athletes (track and field) at the 1994 Commonwealth Games Athletes (track and field) at the 1998 Commonwealth Games Athletes (track and field) at the 1999 Pan American Games Athletes (track and field) at the 1996 Summer Olympics Athletes (track and field) at the 2000 Summer Olympics Canadian male long jumpers Canadian male high jumpers Olympic track and field athletes of Canada Commonwealth Games competitors for Canada Pan American Games track and field athletes for Canada World Athletics Championships athletes for Canada Texas Longhorns men's track and field athletes York Lions players",human,informative
"The Second Constituent Assembly of Nepal, later converted to the Legislature Parliament (), was a unicameral legislature of Nepal. It was elected in the 2013 Constituent Assembly elections after the failure of the first Constituent Assembly to promulgate a new constitution. The Assembly converted into a legislative parliament after the constitution was promulgated in 2015. The legislature parliament's term ended on 14 October 2017. Opening Former Prime Minister Surya Bahadur Thapa, the oldest member of the house, assumed chairmanship of the CA on January 20, 2014 and administered the oath of office to 565 lawmakers at the first meeting of the assembly on January 21, 2014. Leaders of the NC, CPN-UML and UCPN (Maoist) pledged to draft a new constitution within a year. More than 80% of the members were new faces. Power-sharing discussions On January 26, 2014, President Ram Baran Yadav called for the election of a Prime Minister and the formation of a consensus government within a week as per article 38(1) of the constitution which provided for the formation of government through political understanding. The Nepali Congress obtained the support of the CPN-UML for a NC-led consensus government and the two parties also agreed to hold local body elections within six months and adopt a new constitution within a year. An all-party meeting followed at which the CPN-UML, UCPN (Maoist) and MPRF-Loktantrik expressed support for a government under Sushil Koirala. The RPP-N boycotted the meeting. Further discussions were held between the NC, CPN-UML and UCPN (Maoist) at which the Maoists expressed support for the idea of a NC-led government but did not agree to join the government and decided to stay in opposition. On February 2, 2014, the NC abandoned its pursuit of a consensus government under article 38(1) of the constitution after the UCPN (Maoist) and RPP-N, the third and fourth largest parties, decided not to join the government. The party then initiated talks with the CPN-UML to form a majority government under article 38(2) of the constitution. Composition A total of thirty political parties and two independents were represented at the start of the second constituent assembly. However, some parties later merged and the number of parties declined. Committees The following parliamentary committees were formed: State Affairs Committee Public Accounts Committee Environment Protection Committee International Relations and Labour Committee Legislation Committee Good Governance and Monitoring Committee Industry Commerce and Consumer Welfare Committee Women, Children, Senior Citizen and Social Welfare Committee Development Committee Agriculture and Water Resources Committee Finance Committee Parliamentary Hearing Special Committee See also List of members elected in the 2013 Nepalese Constituent Assembly election References Unicameral legislatures Constitutional law 2013 in Nepal History of Nepal (2008–present) Parliament of Nepal Constituent Assembly of Nepal",human,informative
"John H. Callahan (January 25, 1845 – March 13, 1914) was one of two men from the 122nd Illinois Volunteer Infantry Regiment to receive the Medal of Honor during the American Civil War. Callahan was a private in Company B. The medal was awarded for capturing a Confederate flag during the Battle of Fort Blakely on April 9, 1865; he was one of fourteen men awarded with the Medal of Honor at this battle. Callahan joined the Army in August 1862, and was mustered out in July 1865. He died on March 13, 1914, in Manhattan, Kansas and is buried in Sunset Cemetery. Medal of Honor citation Rank and organization. Private, Company B, 122nd Illinois Infantry. Place and date: At Fort Blakely, Ala., 9 April 1865. Entered service at : Macoupin County, Ill. Birth: Shelby County, Ky. Date of issue: 8 June 1865. Citation: Capture of flag. See also List of Medal of Honor recipients List of American Civil War Medal of Honor recipients: A–F References 1845 births 1914 deaths People from Shelby County, Kentucky United States Army Medal of Honor recipients People of Illinois in the American Civil War Union Army soldiers American Civil War recipients of the Medal of Honor",human,informative
"Neil Lanctot (born 1966) is an American historian and author. Biography Lanctot was born in Woonsocket, Rhode Island. He attended the University of Pennsylvania, graduating in 1987 with a B.A. in English. He subsequently earned an M.A. in American History from Temple University in 1992 and a Ph.D. from the University of Delaware in 2002. Lanctot's first book, Fair Dealing and Clean Playing: The Hilldale Club and the Development of Black Professional Baseball, 1910-1932, was published by McFarland and Company in 1994. In 2007, Syracuse University Press released a paperback edition. His second book, Negro League Baseball - The Rise and Ruin of a Black Institution, appeared in 2004 and received critical acclaim from numerous publications, including the front cover of the Sunday New York Times Book Review. In March 2011, his third book, Campy - The Two Lives of Roy Campanella, was published by Simon & Schuster. The book was the first to uncover the true story behind Roy Campanella's near fatal car accident in 1958 and his rocky relationship with Brooklyn Dodger great Jackie Robinson. Campy received positive reviews from the Los Angeles Times, Publishers Weekly, Pittsburgh Post-Gazette, Baseball America, and several other publications upon its release. It was also named an alternate Book of the Month Club selection. In a review of for The Washington Independent Review of Books, Bob Luke writes that ""Lanctot brings to light a man whose life reached the highest highs and the lowest lows, telling well the story of a remarkable ball player whose career has not had the recognition it deserves. It’s an important story told with ease and authority."" In December 2015, Lanctot signed a deal with Riverhead, an Penguin Random House imprint, to publish his fourth book, which will explore America's path to involvement in World War I. Expected publication is 2021. Published works Fair Dealing and Clean Playing - The Hilldale Club and the Development of Black Professional Baseball, 1910-1932 (1994) Negro League Baseball - The Rise and Ruin of a Black Institution (2004) Campy - The Two Lives of Roy Campanella (2011) Awards 2005: Seymour Medal (Society for American Baseball Research) for best baseball book, Negro League Baseball References External links Simon & Schuster website Neil Lanctot - Historian, Writer official website Neil Lanctot, author of Negro League Baseball: The Rise and Ruin of a Black Institution – Jerry Jazz Musician Interview discussing Negro League Baseball Interview with Ed Randall on WFAN 1966 births Living people American male journalists Temple University alumni 21st-century American historians 21st-century American male writers Baseball writers University of Pennsylvania alumni People from Woonsocket, Rhode Island University of Delaware alumni American male non-fiction writers Historians from Rhode Island",human,informative
"Ángel Sebastián Arce (born 19 May 1980 in Santiago del Estero, Argentina) is an Argentine tango dance and teacher. Sebastián's dancing career began at eight years when he only a child with folklore and tango dancing and as a teenager he already performed on the stages of Buenos Aires. As a dancer, he performed in the dance film Tango by Carlos Saura in 1998. His partner is Mariana Montes. As a teacher he was for 4 years and a half assistant to Juan Carlos Copes in various project, and who inspired him to view tango more like and art form and not just a popular phenomenon. Since 1998 he has been pairing with Mariana Montes. They are traveling to tango festivals around the world for teaching and performing. Their work has taken them to visit since 1999 in more than 140 cities in 35 countries (2011). In February 2009, Sebastián has been named Academico Honorario Itinerante by the Academia Nacional del Tango de la República Argentina from Buenos Aires. Along with Mariana, they created a dance performance Piazzoleando and in collaboration with the famous tango nuevo dancers Mariano Chicho Frumboli and Juana Sepulveda they choreographed and danced in the dance performance Exodo Tangueado. He also appears in 2010, in the documentary Ad occhi chiusi by Simonetta Rossi. He lives in Moscow where he teaches tango in regular classes. In September 2011 Sebastián and Mariana launched one of the first online tango schools. References External links Tangomeet.com - online tango school 1980 births Argentine male dancers Living people Tango dancers",human,informative
"Bristol City was the third of three British cargo steamers of that name built for the Bristol City Line and sailed between Bristol and North America between 1920 and 1943. Construction Bristol City was built by Charles Hill & Sons Ltd. of Bristol in 1920. The ship was of , made of steel, and had one 3-cylinder triple expansion engine with a single shaft and one screw. She made 10 knots. Career The ship would have plied the service between Bristol and North America which the Bristol City Line started in 1879 and continued until the 1970s. During the Second World War she was damaged by a bomb in December 1940 while in the Albion Dockyard. After repairs, the ship was part of convoys of merchant ships across the Atlantic. Sinking In April 1943, Bristol City joined Convoy ONS 5 (outward, northbound, slow) from Britain to North America. The convoy was made up of 42 ships, of which 12 or 13 were sunk after the convoy came under sustained attack from German U-boats hunting in packs. On 5 May at 02:25, Bristol City was south of Greenland and east of Newfoundland when she was sunk by a torpedo fired by , under the command of Rolf Manke. Fifteen of the 44 people on board died. Manke fatally damaged Wentworth not long after. picked up the survivors from both ships who were landed at St Johns in Newfoundland. References External links https://www.flickr.com/photos/glosters/3667976760 1919 ships Merchant ships of the United Kingdom Bristol City Line Ships sunk by German submarines in World War II World War II shipwrecks in the Atlantic Ocean Maritime incidents in May 1943",human,informative
" Despite a short-lived increase in Palestinian jobs in 2003, the economy is performing well below its potential, said a World Bank report.  Unemployment stood at 25%, compared with 10% before the uprising against Israeli occupation four years ago. Young people are particularly hard hit with 37% out of work, compared with 14% four years ago. But 104,000 new jobs were created last year during a brief easing of violence and closures. However, during the first half of this year, the Palestinian economy lost more than 22,000 jobs. Last year's growth rate of 6% can also be attributed to this temporary gap in violence, the report said. According to the report, Intifada, Closures and Palestinian Economic Crisis: An Assessment, there is a close link between the number of closures - both border closures and internal closures between cities - and Palestinian economic problems. The closures arranged by Israel restrict the movement of Palestinian people and goods, slowing down trade.  ""Closures are a key factor behind today's economic crisis in the West Bank,"" said Nigel Roberts, World Bank country director for the West Bank and Gaza. Nearly half of all Palestinians - some 47% - live below the poverty line and are particularly vulnerable to economic shocks. The report said even more would be on the poverty line without an average of $950m a year from international donors, some of which goes towards job creation. It also called on the Palestinian Authority to revive its reform programme and maintain financial discipline to create an investment-friendly climate. This week Colin Powell, US Secretary of State was visiting the West Bank to stress US support for a smooth Palestinian election in January. ",human,news
" Rap star Jay-Z is to become a record company executive after being put in charge of one of hip-hop's most influential labels, Def Jam.  Jay-Z, who said he would make no more music after 2003's The Black Album, will become the company's president and chief executive from January. Def Jam's parent company, Universal, made the appointment after buying Jay-Z's Roc-A-Fella label. Def Jam's artists include LL Cool J, DMX, Ludacris, Ja Rule and Ashanti. Jay-Z will continue to run Roc-A-Fella, which he founded with Damon Dash in 1995 and has Kanye West and Beanie Sigel on its roster. Universal said on Wednesday it had bought the 50% of Roc-A-Fella it did not already own.  Antonio ""LA"" Reid, chairman of The Island Def Jam Music Group, said: ""I can think of no-one more relevant and credible in the hip-hop community to build upon Def Jam's fantastic legacy."" He hoped Jay-Z would ""move the company into its next groundbreaking era"", he added. Jay-Z, real name Shawn Carter, said: ""I have inherited two of the most important brands in hip-hop, Def Jam and Roc-A-Fella.  ""I feel this is a giant step for me and the entire artist community."" One of the most successful and respected rap stars of the last eight years, Jay-Z's hits have included Hard Knock Life, Dirt Off Your Shoulder and 03 Bonnie and Clyde with his girlfriend Beyonce Knowles. He said he would retire after The Black Album, but has just released an album and been on an ill-fated tour with R Kelly. Def Jam was founded in 1984 by Russell Simmons and producer Rick Rubin and signed artists including Run-DMC, The Beastie Boys and Public Enemy. ",human,news
" A close associate of former Yukos boss Mikhail Khodorkovsky has told a court that fraud charges levelled against him are ""false"".  Platon Lebedev has been on trial alongside Mr Khodorkovsky since June in a case centring around the privatisation of a fertiliser firm. The pair claim they are being punished by the authorities for the political ambitions of Mr Khodorkovsky. Mr Lebedev said there were ""absurd contradictions"" in the case. Opening his defence, he said he could not see the legal basis of the charges he faced, which also include allegations of tax evasion. ""To my embarrassment, I could not understand the file of complaints against me,"" he told a Moscow court. Mr Lebedev headed the Menatep group, the parent company of Yukos.  Mr Lebedev and Mr Khodorkovsky, who each face a possible 10 year jail sentence if convicted, will be questioned by a judge over the next few days. Mr Khodorkovsky began his testimony last week, telling the court that he objected to the way that the ""running of a normal business has been presented as a work of criminal fiction"". The charges are seen by supporters as politically motivated and part of a drive by Russian President Vladimir Putin to rein in the country's super-rich business leaders, the so-called oligarchs. Yukos has been presented with a $27.5bn (£13bn) tax demand by the Russian authorities and its key Yugansk division was auctioned off to part settle the bill. The company's effort to gain bankruptcy protection in the US - in a bid to win damages for the sale - were dismissed by a court in Texas. ",human,news
" French actress Audrey Tautou, star of hit film Amelie, will play the female lead in the film adaptation of The Da Vinci Code, it has been reported.  The movie version of Dan Brown's best-selling novel is being directed by Ron Howard and also stars Tom Hanks. Tautou will play Hanks' code-cracking partner, according to various newspapers. She is currently starring in A Very Long Engagement, directed by Jean-Pierre Jeunet. Jeunet was also responsible for directing Tautou in Amelie in 2001, which launched the actress into the mainstream.  She also starred as the lead role in critically-acclaimed film Dirty Pretty Things in 2002. Oscar-winning director Ron Howard chose Tautou for the part, preferring a French actress to a big name Hollywood star. UK actress Kate Beckinsale had been widely tipped as a possibility for the role alongside Vanessa Paradis and Juliette Binoche. The thriller upon which the movie is based has sold more than 17 million copies and is centred on a global conspiracy surrounding the Holy Grail mythology. The Louvre Museum, scene of the gruesome murder at the beginning of the novel, recently gave permission for filming to take place there, showbusiness newspaper Variety reported. The $100m movie will be produced by Columbia/Sony Pictures and is due for release on May 19, 2006 in the United States and France. ",human,news
" Actress Nicole Kidman has won a restraining order against two paparazzi photographers who she claims left her fearful of leaving her Sydney mansion.  The Oscar-winning star took action against Jamie Fawcett and Ben McDonald after a bugging device was found outside her home earlier this week. Lawyers for the pair denied allegations they had planted the device. The Australian actress is currently in Sydney to film her latest movie, Eucalyptus, with Russell Crowe. Kidman was prompted to take action following a reported high-speed car chase with members of the paparazzi in Sydney last weekend.  According to local newspaper the Daily Telegraph, the incident involved paparazzi driving through red lights and on the wrong side of the road in pursuit of Kidman's vehicle. Lawyers for Mr Fawcett and Mr McDonald denied that the pair were involved in the chase. Kidman sought the ""apprehended violence"" orders - normally used in Australia in cases of domestic violence and similar incidents - after being advised to do so by local police. ""Nicole would like to make it clear that she acknowledges she is a public figure and that reporters and photographers have a job to do and she respects that,"" said Kidman's publicist Wendy Day. ""However, these are specific actions against two individuals who, over a period of time, have caused her to feel threatened, intimidated and unable to leave her home without fearing for her safety."" Magistrate Lee Gilmore, who issued the restraining order at Waverley Local Court in Sydney, said she understood the photographers were entitled to earn a living but there had to be limits to their behaviour. ""Miss Kidman says she's willing to put up with some of it, but it's gone beyond that,"" she said. ""I do believe the allegation in relation to the driving is a serious issue."" ",human,news
" French actress Audrey Tautou, star of hit film Amelie, will play the female lead in the film adaptation of The Da Vinci Code, it has been reported.  The movie version of Dan Brown's best-selling novel is being directed by Ron Howard and also stars Tom Hanks. Tautou will play Hanks' code-cracking partner, according to various newspapers. She is currently starring in A Very Long Engagement, directed by Jean-Pierre Jeunet. Jeunet was also responsible for directing Tautou in Amelie in 2001, which launched the actress into the mainstream.  She also starred as the lead role in critically-acclaimed film Dirty Pretty Things in 2002. Oscar-winning director Ron Howard chose Tautou for the part, preferring a French actress to a big name Hollywood star. UK actress Kate Beckinsale had been widely tipped as a possibility for the role alongside Vanessa Paradis and Juliette Binoche. The thriller upon which the movie is based has sold more than 17 million copies and is centred on a global conspiracy surrounding the Holy Grail mythology. The Louvre Museum, scene of the gruesome murder at the beginning of the novel, recently gave permission for filming to take place there, showbusiness newspaper Variety reported. The $100m movie will be produced by Columbia/Sony Pictures and is due for release on May 19, 2006 in the United States and France. ",human,news
" The sixth and final Star Wars movie may not be suitable for young children, film-maker George Lucas has said.  He told US TV show 60 Minutes that Revenge of the Sith would be the darkest and most violent of the series. ""I don't think I would take a five or six-year-old to this,"" he told the CBS programme, to be aired on Sunday. Lucas predicted the film would get a US rating advising parents some scenes may be unsuitable for under-13s. It opens in the UK and US on 19 May. He said he expected the film would be classified PG-13 - roughly equivalent to a British 12A rating.  The five previous Star Wars films have all carried less restrictive PG - parental guidance - ratings in the US. In the UK, they have all been passed U - suitable for all - with the exception of Attack of The Clones, which got a PG rating in 2002. Revenge of the Sith - the third prequel to the original 1977 Star Wars film - chronicles the transformation of the heroic Anakin Skywalker into the evil Darth Vader as he travels to a Hell-like planet composed of erupting volcanoes and molten lava. ""We're going to watch him make a pact with the devil,"" Lucas said. ""The film is much more dark, more emotional. It's much more of a tragedy."" ",human,news
" Telecoms equipment maker Nortel Networks has sharply revised downwards its profits for the 2003 fiscal year.  In a long-awaited filing, Nortel said it had made $434m (£231m), compared to the previously reported $732m. But the figures - revised after an audit which led to the sacking of the Canadian firm's chief - showed revenue was about 4% higher than first thought. Nortel shares, which have lost nearly 50% of their value since last year, climbed 1.46% in Toronto on Tuesday. Nortel's head Frank Dunn and two other executives were fired in January last year after the company announced it had conducted the internal audit. Securities and police authorities in both the US and Canada are still conducting inquiries into the accounts.  Nortel also issued new figures for the 2001-2002 period, which they had previously indicated had understated losses. ""With the completion of our restatements we have a solid foundation on which to move forward with our business,"" said Nortel president and chief executive Bill Owens. ""The restatement has been a monumental task, both complex and demanding."" The company also said 12 senior executives - none of whom were involved directly in the accounting of the revised figures - have voluntarily agreed to repay to bonuses awarded in 2003 totalling $8.6m. Nortel added: ""these members of the core executive team share the board's deep disappointment over the circumstances that led to the restatement."" ",human,news
" Wales hooker Mefin Davies is likely to stay with English side Gloucester despite reported interest from the Neath-Swansea Ospreys.  BBC Wales understands the Ospreys are interested in the 32-year-old, but that he would prefer to stay where he is. Davies, one of the stars of Saturday's RBS Six Nations win over England, is only on a year contract at Kingsholm. But the hooker has proved his worth to the Zurich Premiership side and is likely to get a new deal next season. The summer demise of the Celtic Warriors region left Davies in the cold and forced him to take a semi-professional contract with Neath RFC. Although he got match time with the Ospreys at the request of the Wales management, he admitted before his move to Gloucester that he was angry with the way he was treated. ""The WRU didn't give me any help off the field, it was very disappointing,"" Davies said at the time. ""It was a hard time throughout the summer, then deciding whether to accept an offer from Stade Francais which would have ended my Wales career."" ",human,news
" Tony Blair is likely to name 5 May as election day when Parliament returns from its Easter break, the BBC's political editor has learned.  Andrew Marr says Mr Blair will ask the Queen on 4 or 5 April to dissolve Parliament at the end of that week. Mr Blair has so far resisted calls for him to name the day but all parties have stepped up campaigning recently. Downing Street would not be drawn on the claim, saying election timing was a matter for the prime minister.  A Number 10 spokeswoman would only say: ""He will announce an election when he wants to announce an election."" The move will signal a frantic week at Westminster as the government is likely to try to get key legislation through Parliament. The government needs its finance bill, covering the Budget plans, to be passed before the Commons closes for business at the end of the session on 7 April.  But it will also seek to push through its Serious and Organised Crime Bill and ID cards Bill. Mr Marr said on Wednesday's Today programme: ""There's almost nobody at a senior level inside the government or in Parliament itself who doesn't expect the election to be called on 4 or 5 April. ""As soon as the Commons is back after the short Easter recess, Tony Blair whips up to the Palace, asks the Queen to dissolve Parliament ... and we're going."" The Labour government officially has until June 2006 to hold general election, but in recent years governments have favoured four-year terms. ",human,news
" The UK pension system has been branded inadequate and too complex by a leading retirement think-tank.  The Pensions Policy Institute (PPI) said replacing the state pension with a ""citizen's pension"" would help tackle inequality and complexity. The change would see pensions being calculated on length of residency in the UK rather than National Insurance (NI) contributions. Reform could reduce poverty by aiding people with broken employment records.  The PPI added that once the state system was reformed the government should look at options to overhaul private and workplace pensions. The think tank's proposals were made in response to the recent publication of the Pensions Commission's initial report into UK retirement savings. According to the Pensions Commission's report 12 million working people are not saving enough for their retirement. As a result, living standards could fall for the next generation of UK pensioners. The report added that a combination of higher taxes, higher savings and/or a higher average retirement age was needed to solve the UK pension crisis. ",human,news
