content
" The UK pension system has been branded inadequate and too complex by a leading retirement think-tank.  The Pensions Policy Institute (PPI) said replacing the state pension with a ""citizen's pension"" would help tackle inequality and complexity. The change would see pensions being calculated on length of residency in the UK rather than National Insurance (NI) contributions. Reform could reduce poverty by aiding people with broken employment records.  The PPI added that once the state system was reformed the government should look at options to overhaul private and workplace pensions. The think tank's proposals were made in response to the recent publication of the Pensions Commission's initial report into UK retirement savings. According to the Pensions Commission's report 12 million working people are not saving enough for their retirement. As a result, living standards could fall for the next generation of UK pensioners. The report added that a combination of higher taxes, higher savings and/or a higher average retirement age was needed to solve the UK pension crisis. "
" Australian airline Qantas has posted a record fiscal first-half profit thanks to cost-cutting measures.  Net profit in the six months ending 31 December rose 28% to A$458.4m ($357.6m; £191m) from a year earlier. Analysts expected a figure closer to A$431m. Qantas shares fell almost 3%, however, after it warned that earnings growth would slow in the second half. Sales will dip by at least A$30m after the Indian ocean tsunami devastated many holiday destinations, Qantas said.  ""The tsunami affected travel patterns in ways that we were a bit surprised about,"" chief executive Geoff Dixon explained. ""It certainly affected Japanese travel into Australia. As soon as the tsunami hit we saw ... a lessening with bookings for Australia."" Higher fuel costs also are expected to eat into earnings in coming months. ""We don't have as much hedging benefit in the second half as we had in the first,"" said chief financial officer Peter Gregg. Qantas is facing increased pressure from rivals such as low-cost carrier Virgin Blue and the Australian government is in talks about whether to allow Singapore Airlines to fly between the Australia and the US - one of Qantas' key routes.  Even so, the firm is predicting that full-year earnings will increase from the previous 12 months. Analysts have forecast full-year profit will rise about 11% to around A$720 million ($563 million). Qantas boss Mr Dixon also said he would be reviewing the group's cost-cutting measures. During the first six months of the fiscal year, Qantas made savings of A$245m, and is on track to top its target of A$500m for the full year. Last month, the company warned it may transfer as many as 7,000 jobs out Australia, with Mr Dixon quoted as saying that the carrier could no longer afford to remain ""all-Australian"". "
" Sir Anthony Meyer, the Tory backbencher who challenged Margaret Thatcher for the party leadership in 1989, has died.  He was 84, had been suffering from cancer for many months, and died at his London home. That failed ""stalking horse"" leadership challenge made it easier for Michael Heseltine to mount his own bid. That in turn paved the way for John Major to move into 10 Downing Street, after the second ballot. Meyer's constituency party, Clwyd North West, which he had represented as an MP for more than 20 years, deselected him as a result of that challenge. Sir Anthony John Charles Meyer was born on 27 October, 1920. Educated at Eton, and at New College, Oxford, he served in the Scots Guards from 1941 to 1945 and was wounded in tanks in Normandy. He worked under Edward Heath on Europe at the Foreign Office and subsequently won the Eton and Slough seat for the Tories in 1964 - by 11 votes. Labour regained the seat two years later, and Meyer had to wait until 1970 before he could re-enter Parliament. His prospects of a front bench slot remained remote because he tended to defy the party line. "
" Former Southampton manager Gordon Strachan has rejected the chance to become Portsmouth's new boss.  The Scot was Pompey chairman Milan Mandaric's first choice to replace Harry Redknapp, who left Fratton Park for rivals Saints earlier in December. ""I think it's a fantastic job for anybody apart from somebody who has just been the Southampton manager,"" Strachan told the BBC. Club director Terry Brady held initial talks with Strachan on Saturday. The former Scotland international added that joining Southampton's local rivals would not be a wise move. ""It's got everything going for it but I've got too many memories of the other side and I don't want to sour those memories,"" he said. ""Everything's right - it's 10 minutes away, there are good players there, a good set-up, a good atmosphere at the ground. ""There's lots to do but it's not right for somebody who has just been the Southampton manager."" Since Redknapp's departure, executive director Velimir Zajec and coach Joe Jordan have overseen first-team affairs.  The duo had gone five matches unbeaten until Sunday's 1-0 defeat at home to champions Arsenal, but the club are still in a respectable 12th place in the Premiership table. Strachan left St Mary's in February, after earlier announcing his intention to take a break from the game at the end of the 2003-04 season. His previous managerial experience came at Coventry, whom he led for five years from 1996 to 2001. "
" UK interest rates are set to remain on hold at 4.75% following the latest meeting of the Bank of England.  The Bank's rate-setting committee has put up rates five times in the past year but rates have been on hold since September amid signs of a slowdown. Economic growth slowed in the previous quarter, as manufacturing output fell, while consumer confidence has slipped. There is also growing evidence that the previously booming UK housing market is now cooling.  House prices fell 0.4% in October, according to the Nationwide, their biggest monthly fall since February 2001. Last month, Bank of England governor Mervyn King said that the economy had hit a ""softer patch"" after rapid economic growth in the first half of 2004. Richard Jeffrey, chief economist at Bridgewell Securities, said it was very unlikely that the Bank of England would put rates up again this time around. ""There have been sufficient signs in the economy of a slowdown to stay the Bank of England's hand,"" he told BBC Radio 4's Today programme. However, Mr Jeffrey said he believed the slowdown in economic activity was temporary and it was dangerous to assume that rates had peaked. ""I still think interest rates are going up,"" he said. ""We are not out of the woods."" "
" The comedy Sideways has dominated this year's Independent Spirit Awards, winning all six of the awards for which it was nominated.  It was named best film while Alexander Payne won best director and best screenplay, along with writing partner Jim Taylor. It also won acting awards for stars Paul Giamatti, Thomas Haden Church and Virginia Madsen. Sideways is tipped to do well at Sunday's Oscars, with five nominations.  The awards, now in their 20th year, are given to films made outside the traditional studio system, and are traditionally held the day before the Oscars. Other winners included Catalina Sandino Moreno, who took best actress for her role as a drug smuggler in the Colombian drama Maria Full of Grace. Moreno is also nominated for best actress at the Oscars. The best first screenplay award went to Joshua Marston for Maria Full of Grace. Scrubs star Zach Braff won the award for best first feature for Garden State, which he wrote, directed and starred in. Oscar-nominated euthanasia film The Sea Inside from Spain won best foreign film, while Metallica: Some Kind Of Monster was awarded best documentary. Actor Rodrigo de la Serna took the best debut performance prize for The Motorcycle Diaries. The awards are voted for by the 9,000 members of the Independent Feature Project/Los Angeles, which includes actors, directors, writers and other industry professionals. Last year's big winner, Lost In Translation, went on to win the Oscar for best original screenplay, for writer-director Sofia Coppola. "
" Arsenal's Edu has lifted the lid on the scenes that followed Manchester United's win over the Gunners.  The Brazilian confirmed tempers had flared but could shed no light on reports that food was thrown at United boss Sir Alex Ferguson. ""I saw people being pulled apart, people pushing, pointing and shouting,"" he told Uefa's official website. ""The United players were trying to wind us up about the result but I didn't see any soup being thrown at anyone."" However, Edu tried to play down the incidents, adding: ""There was nothing that I haven't seen in Brazilian derbies. ""Derby matches in Brazil are worse. I like to play in games like this with this intense rivalry."" But Edu was highly critical of the ferocity of some of United's challenges during the game, particularly on Jose Antonio Reyes. ""I think we were a lot fairer in the tackles than United,"" he said. ""Reyes was being kicked all over the park - they were beating up the boy and Gary Neville was tackling in such a way that he should have been sent off."" Following the game, the Football Association said it would look into events in the tunnel. It also charged Ruud van Nistelrooy with serious foul play while Arsenal boss Arsene Wenger has been asked to explain comments he made about the referee. "
" The Premier League is attempting to find a mutually convenient date to investigate allegations Chelsea made an illegal approach for Ashley Cole.  Both Chelsea and Arsenal will be asked to give evidence to a Premier League commission, but no deadline has been put on when that meeting will convene. ""It's hard to put a date on it,"" a Premier League spokesman confirmed to BBC Sport. ""It's not a formal situation where they've got so much time to respond."" Arsenal and England defender Cole reportedly met Blues boss Jose Mourinho and chief executive Peter Kenyon in a London hotel 11 days ago. Chelsea have yet to officially confirm or deny the meeting, which would be in breach of Premier League rule K3.  Now the Gunners have asked for an inquiry to look into claims that their player has been ""tapped up"". Both clubs have pledged to co-operate with the inquiry which will be conducted on a single day as opposed to being run as an ongoing evaluation. Cole is in negotiations with the Gunners over extending his current deal which ends in 2007. And his Arsenal team-mate Robert Pires has urged the England left-back to stay at Highbury. Pires told the Evening Standard: ""He has been at Arsenal for ever. He is a very attacking left-back and I think he is enjoying his football because at Arsenal he plays in an offensive team. ""I am not sure he will get the same pleasure at Chelsea, even though they are doing so well at the moment. ""I have built a fantastic playing relationship with Ashley. ""We play together so well - we could do it with our eyes shut. ""But you have to respect the decision of the player. Everybody has that right."" "
" Sir Elton John has performed at a special concert in Paris to raise money for the victims of the Asian tsunami.  The British singer played to a 2,700-strong audience on Sunday at the French capital's Bastille opera house. The concert was also part of an attempt to bring a broader range of events to the famous venue. Money raised will go to the Fondation pour l'Enfance (Foundation for Childhood) which aims to rebuild a children's shelter in Sri Lanka. Sir Elton played hits from his vast back catalogue to a sell-out crowd which included former French president Valery Giscard d'Estaing and his wife Anne-Aymone. The veteran pop star played piano accompaniment throughout the concert which lasted for three hours without an interval.  He told the crowd: ""Throughout the years, I've done a lot of drugs and alcohol. It's true that I was a nightmare, impossible. For the last 14 years I've been normal. Now my drug is called David"" - a reference to David Furnish, his partner. The crowd, who greeted each song with a standing ovation, also included French singer Charles Aznavour and British ambassador Sir John Holmes. Sir Elton has also teamed up with Phil Collins to record a version of Eric Clapton's 1991 hit Tears In Heaven to raise money for the relief fund. A release date has yet to be set for the recording, which was organised by Sharon Osbourne. "
" The US Vibe awards will be held again next year despite a stabbing which happened during the ceremony.  Vibe magazine president Kenard Gibbs said the attack earlier this month in Santa Monica was ""sickening"". He said not holding the awards would be counter to the work the magazine has done to promote hip hop music. Rapper Young Buck has been charged after allegedly stabbing a man who hit Dr Dre as he was about to receive a lifetime achievement award.  The rapper, whose real name is David Darnell Brown, is due in court on 20 December after being arrested on one charge of attempted murder and a second charge of assault with a deadly weapon. The performer is one of the members of 50 Cent's G-Unit group, which is signed to Dr Dre's record label. The man who was stabbed, Jimmy James Johnson, suffered a collapsed lung and is in a stable condition at a Los Angeles hospital. Mr Johnson allegedly approached Dr Dre, who was seated at a table in front of the stage, and appeared to ask for an autograph before punching him. During the ensuing scuffle - which involved many of the 1,000-strong crowd - Mr Johnson was stabbed as he was being dragged away by security staff, "
" Shares of Sumitomo Mitsui Financial (SMFG), and Daiwa Securities jumped amid speculation that two of Japan's biggest financial companies will merge.  Financial newspaper Nihon Keizai Shimbun claimed that the firms will join up next year and already have held discussions with Japanese regulators. The firms denied that they are about to link up, but said they are examining ways of working more closely together. SMFG shares climbed by 2.7% to 717,000, and Daiwa added 5.3% to 740 yen.  Combining SMFG, Japan's third-biggest lender, and Daiwa, the country's second-largest brokerage firm, would create a company with assets of more than $1,000bn (£537bn). SMFG President Yoshifumi Nishikawa said that the companies needed to bolster their businesses. ""Both companies need to strengthen retail and other operations,"" he said, adding that ""it's an issue we have in common"". Daiwa said that ""although it is true that the two groups have been engaging in various discussions to enhance cooperation, there are no plans to enter into negotiations to consolidate the two businesses"". Analysts said that consolidation in Japan's financial sector was likely to continue and that it was likely to have a positive impact on earnings. ""Cross-selling opportunities between banks and brokers are increasing thanks to deregulation, so we can expect the relationship to get even stronger,"" said Heronry Nozaki, an analyst at NikkoCitigroup. The merger ""would be a good move,"" he added. "
" Singer Pete Doherty will have to spend the weekend in jail because he could not come up with £150,000 bond money for his bail on time.  The former Libertines singer had been granted bail with curfew restrictions at Highbury Corner Magistrates Court on charges of robbery and blackmail. But his lawyer said the money could not be raised on time. Mr Doherty, 25, was arrested following an alleged incident in a London hotel on Wednesday evening. Musician Alan Wass, 23, also of north London, appeared in court accused of the same offences.  Magistrates imposed a range of bail conditions on Mr Doherty including a curfew between 2200 and 0700, except when he attends a drug rehabilitation centre. He was told he would not be able to leave his home without being accompanied by a security firm. He must also surrender his passport and report daily to a local police station. Mr Wass was also given a curfew and told to surrender his passport. Mr Doherty left The Libertines at the end of June 2004, but continued performing with his band Babyshambles. The singer, who has been linked to supermodel Kate Moss, was arrested after police were called to the Islington hotel in response to claims that a man had been assaulted. A man in his 30s was later taken to University College Hospital, London, with facial injuries, before being discharged. A lawyer representing Mr Doherty and Mr Wass said outside court the pair strenuously denied the charges. "
" Former Olympic champion Michael Johnson has accused Britain's top sprinters of lacking pride and ambition.  ""At the moment, the biggest factor on the mind of British sprinters is to be number one in Britain,"" the world 200m and 400m record holder told Five Live. ""Athletics at the moment is all about international competitions and they need to show a little more pride."" However, Linford Christie countered: ""It's easy to criticise when you haven't gone through the system here."" Johnson was involved in a verbal spat with Britain's Darren Campbell earlier this year. The American had cast doubt on Campbell's claims he had torn a hamstring in the wake of his failure to reach the Olympic 100m and 200m finals.  And the American remains highly critical of aspects of British sprinting. ""The only time you see British sprinters getting upset or riled is when there is a debate as to which one is better than the other,"" he claimed. ""Athletes here have to compete more outside the UK. Their focus has to be on being the best in the world and not just on being the top British sprinter."" Speaking at an elite coaches' conference in Birmingham, Johnson also argued that although there has been more investment in the sport in Britain, it had not necessarily reaped the rewards. ""You can't fix everything with money,"" he admitted. ""You contrast the situation here to that of some US athletes who have no funding. ""Those who aren't funded might be hungrier and more motivated because their road to success is a lot more difficult and challenging. ""So when they get to the top they are more appreciative."" "
" The January sales have failed to help the UK High Street recover from a poor Christmas season, a survey has found.  Stores received a boost from bargain hunters but trading then reverted to December levels, the British Retail Consortium and accountants KPMG said. Sales in what is traditionally a strong month rose by 0.5% on a like-for-like basis, compared with a year earlier. Consumers remain cautious over buying big-ticket items like furniture, said BRC director general Kevin Hawkins. Higher interest rates and uncertainty over the housing market continue to take their toll on the retail sector, the BRC said. But clothing and footwear sales were said to be generally better than December, while department stores also had a good month.  In the three-months to January, like-for-like sales showed a growth rate of -0.1%, the same as in the three months to December, the BRC said. ""Following a relatively strong New Year's bank holiday, trading then took a downward turn,"" said Mr Hawkins. ""Even extending some promotions and discounts and the pay-day boost later in the month could not tempt customers."" The previous BRC survey found Christmas 2004 was the worst for 10 years for retailers. And according to Office for National Statistics data, sales in December failed to meet expectations and by some counts were the worst since 1981. "
" Telecoms equipment supplier Ericsson has posted a rise in fourth quarter profits thanks to clients like Deutsche Telekom upgrade their networks.  Operating profit in the three months to 31 December was 9.5bn kronor (£722m; $1.3bn) against 6.3bn kronor last year. Shares tumbled, however, as the company reported a profit margin of 45.6%, less than the 47.3% forecast by analysts and down from 47.1% in the third quarter. Ericsson shares dropped 5.9% to 20.7 kronor in early trading on Thursday. However, the company remained optimistic about its earnings outlook after sales in the fourth quarter rose 9% to 39.4bn kronor. ""Long-term growth drivers of the industry remain solid,"" Ericsson said in a statement.  Chief executive Carl-Henric Svanberg explained that about ""27% of the world's population now has access to mobile communications"". ""This is exciting for a company with a vision of an all-communicating world,"" he added. Mr Svanberg, however, warned that the extra demand that had driven 2004 sales had already dissipated and it was ""business as usual"". He added that sales in the first three months of 2005 would be subject to ""normal seasonality"". For the whole of 2004, Ericsson returned a net profit of 19bn kronor, compared with a loss of 10.8bn kronor in 2003. Sales climbed to 131.9 billion kronor from 117.7bn kronor in 2003. "
" Rapper Eminem has denied Elvis his fourth number one of the year, after his song, Like Toy Soldiers, stormed to the top of the singles charts.  The track claimed the top spot ahead of The King's latest re-release, Are You Lonesome Tonight. It is the fifth in a series of 18 reissues to mark the 70th anniversary of Presley's birth. Almost Here, the duet from former Westlife star Brian McFadden and Delta Goodrem, went in at number three.  Like Toy Soldiers, from Eminem's Encore album, is sampled from Martika's 1980s hit Toy Soldiers. It takes a swipe at hip-hop feuds and follows the success of Just Lose It. Last week's number one, Elvis's It's Now or Never, slipped 13 places to number 14, but all five of his re-released songs are in the Top 40. One World Project Tsunami fundraiser, Grief Never Grows Old, slipped four places to number eight. Featuring Cliff Richard and Boy George, the song was written by former DJ Mike Read. In the album charts, Athlete's latest offering Tourist claimed the top spot, toppling the Chemical Brother's Push The Button Down, which fell to number six. "
" Late R&B star Aaliyah's record company has failed in an attempt to sue the video producer who booked the ill-fated flight on which she died in 2001.  A New York appeals court has told Blackground Records that only the singer's parents had the right to launch a claim for wrongful death. The 22-year-old singer's family came to an undisclosed settlement over a negligence claim in 2003. Aaliyah had completed a music video when the plane crashed in the Bahamas. She and eight others were killed on the plane, which crashed as if left for Florida. Blackground Records' lawyer Frank Penski said he had yet to examine the decision and did not know whether they would pursue the case.  An investigation into the crash revealed the twin-engined Cessna was overloaded by 700 pounds (320kg). A post-mortem carried out on the remains of the pilot showed there was cocaine and alcohol in his body. Aaliyah was a rising star in music and film before she was killed. She was honoured with a string of posthumous awards and her single More Than A Woman went to number one in the UK. "
" Two of the largest airlines in the US - American and Southwest - have blamed record fuel prices for their disappointing quarterly results.  American Airlines' parent AMR reported a loss of $387m (£206m) for the fourth quarter of 2004, against a $111m loss for the same period a year earlier. Meanwhile, Southwest Airlines saw its fourth-quarter 2004 profits fall 15% to $56m, against $66m a year earlier. Both said high fuel bills would continue to pressure revenues in 2005. American, the world's biggest airline by some measures, said it expected to report a loss for the first quarter of 2005. Southwest, which has the highest market value of any US carrier, said it would remain profitable despite high fuel prices.  AMR's shares were flat in Wednesday morning trading on the New York Stock Exchange, as the results were slightly better than analysts had anticipated. AMR's chief executive Gerard Arpey said the airline's difficulties reflected the situation within the industry. ""AMR's results for the fourth quarter of 2004 reflect the economic woes that plagued the airline industry throughout 2004 - in particular, high fuel prices and a tough revenue environment,"" he said. For the full year, AMR posted a loss of $761m, lower than 2003's $1.2bn loss and an indication that the airline has successfully cut costs. AMR added that as part of its cost cutting measures, it is postponing the delivery of 54 Boeing jets. Shares in Southwest fell 65 cents to $14.35 as analysts voiced their disappointment. ""The results came in below our already conservative estimate for the quarter,"" said Ray Neidl, an analyst at Calyon Securities. Both American and Southwest have been squeezed by cut-throat competition in the US airline industry, as a glut of available seats has led to fierce price reductions. "
" Rap mogul Marion ""Suge"" Knight has been arrested for violating his parole after he was allegedly found with marijuana.  He was arrested in Barstow, California, on Saturday following an alleged traffic offence. He is expected to be transferred to a state prison while a decision is made on whether he should be released. Mr Knight, founder of Death Row Records, served a 10-month jail term in 2004 for punching a man while on parole for an assault conviction. Police said Mr Knight was stopped on Saturday after performing an illegal U-turn and a search of his car allegedly found marijuana.  He is also accused of not having insurance. A 18-year-old woman in the car was arrested for providing false information and having a fake ID card. She was later released. It was his second alleged violation, having previously served half of a nine-year sentence for breaking the terms of his parole. Mr Knight, 39, was jailed in October 1996 following his involvement in a fight with a rival gang just hours before rapper Tupac Shakur was killed in a Las Vegas drive-by shooting. He was driving Shakur's car at the time and was shot in the head. At the time he was on probation for assaulting two musicians. Mr Knight, a former bodyguard, set up Death Row records in the early 1990s with Shakur and Dr Dre among his protegees. But the label has always been dogged by allegations it supports gang culture and fuels the east and west coast rap rivalry. "
